date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:23	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2025%20Dec%202023%2015:47:58%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/156/www.googletagmanager.com/gtm.435445.delayed	(from https://maantradingacademy.com/lp/)
19:47:23	144746/144746	---M--	200	added ('OK')	image/png	etag:%222356a-654cef0c-86698bcd1d6e2b7b;;;%22	https://maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-8.01.08%e2%80%afPM.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-8.01.08%e2%80%afPM.png	(from https://maantradingacademy.com/lp/)
19:47:24	135039/135039	---M--	200	added ('OK')	image/png	etag:%2220f7f-654cee9f-ea2ee673e5d27d2e;;;%22	https://maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-8.06.22%e2%80%afPM.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-8.06.22%e2%80%afPM.png	(from https://maantradingacademy.com/lp/)
19:47:24	98628/98628	---M--	200	added ('OK')	image/png	etag:%2218144-654ceaa4-18ac228d2f099375;;;%22	https://maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-11.01.47%e2%80%afAM.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-11.01.47%e2%80%afAM.png	(from https://maantradingacademy.com/lp/)
19:47:24	201462/201462	---M--	200	added ('OK')	image/png	etag:%22312f6-654ceaa7-12c2337de2758a74;;;%22	https://maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-7.13.15%e2%80%afPM.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/uploads/Screenshot-2023-11-09-at-7.13.15%e2%80%afPM.png	(from https://maantradingacademy.com/lp/)
19:47:25	181/181	---M--	200	added ('OK')	text/css	etag:%22b5-65865892-8fd8e07c4ba5ff98;;;%22	https://maantradingacademy.com/wp-content/plugins/jetpack/_inc/build/theme-tools/responsive-videos/responsive-videos.css?minify=false&ver=68f96734b25612a82f88	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/jetpack/_inc/build/theme-tools/responsive-videos/responsive-videosb269.css	(from https://maantradingacademy.com/lp/)
19:47:25	6084/6084	---M-Z	200	added ('OK')	text/css	etag:%2217c4-64d8366d-c169ad25afe88ddd;gz%22	https://maantradingacademy.com/wp-content/plugins/borderless/assets/styles/elementor.min.css?ver=1.5.2	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/borderless/assets/styles/elementor.min6bc5.css	(from https://maantradingacademy.com/lp/)
19:47:25	481687/481687	---M-Z	200	added ('OK')	text/css	etag:%2275997-6579d097-834600e7ddeae93;gz%22	https://maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=2.4.0	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets8d5a.css	(from https://maantradingacademy.com/lp/)
19:47:25	20888/20888	---M-Z	200	added ('OK')	text/css	etag:%225198-6576a550-ee0b3fa77cfa738a;gz%22	https://maantradingacademy.com/wp-content/uploads/trustindex-google-widget.css?ver=1702274384	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/uploads/trustindex-google-widgetf967.css	(from https://maantradingacademy.com/lp/)
19:47:25	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-65830c5e-a7e1073d1842a743;gz%22	https://maantradingacademy.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.18.3	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/elementor/assets/lib/animations/animations.minf3b2.css	(from https://maantradingacademy.com/lp/)
19:47:26	506/506	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fa-6583b53d-718a203095b5a594;gz%22	https://maantradingacademy.com/wp-content/plugins/presto-player/src/player/player-static.js?ver=1703130429	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/presto-player/src/player/player-static107c.js	(from https://maantradingacademy.com/lp/)
19:47:26	6931/6931	---MCZ	200	added ('OK')	application/javascript	etag:W/13576-1684460848292.3706	https://stats.wp.com/e-202351.js	C:/My%20Web%20Sites/156/stats.wp.com/e-202351.js	(from https://maantradingacademy.com/lp/)
19:47:27	37464/37464	---M-Z	200	added ('OK')	text/javascript	etag:%229258-60cca55e6eb32-gzip%22	https://cdn.trustindex.io/loader.js?ver=6.4.2	C:/My%20Web%20Sites/156/cdn.trustindex.io/loader1e39.js	(from https://maantradingacademy.com/lp/)
19:47:32	116635/116635	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Dec%202023%2015:48:07%20GMT	https://maantradingacademy.com/wp-content/plugins/droit-elementor-addons/modules/img/icon_box_bg.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/droit-elementor-addons/modules/img/icon_box_bg.png	(from https://maantradingacademy.com/wp-content/plugins/droit-elementor-addons/modules/widgets/widgets.css?ver=3.1.5)
19:47:37	116635/116635	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Dec%202023%2015:48:12%20GMT	https://maantradingacademy.com/wp-content/plugins/droit-elementor-addons/modules/img/icon_box_bg_2.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/droit-elementor-addons/modules/img/icon_box_bg_2.51.delayed	(from https://maantradingacademy.com/wp-content/plugins/droit-elementor-addons/modules/widgets/widgets.css?ver=3.1.5)
19:47:41	116635/116635	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Dec%202023%2015:48:16%20GMT	https://maantradingacademy.com/wp-content/plugins/droit-elementor-addons/assets/vendor/owl_carousel/css/owl.video.play.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/droit-elementor-addons/assets/vendor/owl_carousel/css/owl.video.play.52.delayed	(from https://maantradingacademy.com/wp-content/plugins/droit-elementor-addons/assets/vendor/owl_carousel/css/owl.carousel.css?ver=3.1.5)
19:47:42	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211f6-64b200ca-948db5d5b5197ac5;gz%22	https://maantradingacademy.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://maantradingacademy.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
19:47:43	4406/4406	---M--	200	added ('OK')	image/gif	etag:%221136-65671f3b-7b9e42d690b2971c;;;%22	https://maantradingacademy.com/wp-content/plugins/woocustomizer/assets/images/loader.gif	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/woocustomizer/assets/images/loader.gif	(from https://maantradingacademy.com/wp-content/plugins/woocustomizer/assets/css/frontend.css?ver=2.5.4)
19:47:43	2929/2929	---M--	200	added ('OK')	image/png	etag:%22b71-65671f3b-c4bef19efeded57f;;;%22	https://maantradingacademy.com/wp-content/plugins/woocustomizer/assets/images/stats-icon.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/woocustomizer/assets/images/stats-icon.png	(from https://maantradingacademy.com/wp-content/plugins/woocustomizer/assets/css/frontend.css?ver=2.5.4)
19:47:43	1330/1330	---M--	200	added ('OK')	image/png	etag:%22532-65671f3b-e20db55f716a5997;;;%22	https://maantradingacademy.com/wp-content/plugins/woocustomizer/assets/images/close-icon.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/woocustomizer/assets/images/close-icon.png	(from https://maantradingacademy.com/wp-content/plugins/woocustomizer/assets/css/frontend.css?ver=2.5.4)
19:47:44	183516/183516	---M--	200	added ('OK')	image/jpeg	etag:%222ccdc-64d77aae-a2efdcba8a1fea0c;;;%22	https://maantradingacademy.com/wp-content/uploads/2023/07/6256458-scaled.jpg	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/uploads/2023/07/6256458-scaled.jpg	(from https://maantradingacademy.com/wp-content/uploads/elementor/css/post-4100.css?ver=1703087615)
19:47:45	158/158	---M--	200	added ('OK')	image/png	etag:%229e-65803c1f-78ff20e01fc8ea40;;;%22	https://maantradingacademy.com/wp-content/plugins/woolentor-addons/assets/images/selector-icon.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/woolentor-addons/assets/images/selector-icon.png	(from https://maantradingacademy.com/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets.css?ver=2.7.5)
19:47:45	181/181	---M--	200	added ('OK')	image/png	etag:%22b5-65803c1f-ab0d7a2c2fca8b19;;;%22	https://maantradingacademy.com/wp-content/plugins/woolentor-addons/assets/images/check.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/woolentor-addons/assets/images/check.png	(from https://maantradingacademy.com/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets.css?ver=2.7.5)
19:47:46	1312438/1312438	---M--	200	added ('OK')	image/jpeg	etag:%221406b6-65728574-c9a76d3b8b38a63b;;;%22	https://maantradingacademy.com/wp-content/uploads/ivan-bandura-532042-unsplash.jpg	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/uploads/ivan-bandura-532042-unsplash.jpg	(from https://maantradingacademy.com/wp-content/uploads/elementor/css/post-4100.css?ver=1703087615)
19:47:46	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-65803c0f-a4dfd0b2caea18c3;;;%22	https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.4)
19:47:46	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-65803c0f-42e148069310e4e7;;;%22	https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.4)
19:47:46	158/158	---M--	200	added ('OK')	image/png	etag:%229e-65803c0f-b0e865148b4068c6;;;%22	https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.4)
19:47:46	148/148	---M--	200	added ('OK')	image/png	etag:%2294-65803c0f-16c7e45af0796958;;;%22	https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://maantradingacademy.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.4)
19:47:47	1757/1757	---M--	200	added ('OK')	image/png	etag:%226dd-6579d097-c690c1460aeb7676;;;%22	https://maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/images/pricing/pricing-ribon.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/images/pricing/pricing-ribon.png	(from https://maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=2.4.0)
19:47:51	116635/116635	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Dec%202023%2015:48:26%20GMT	https://maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/img/others/business-shape.png	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/img/others/business-shape.png	(from https://maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=2.4.0)
19:47:55	116635/116635	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Dec%202023%2015:48:31%20GMT	https://maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/img/bg/bg-image-40.jpg	C:/My%20Web%20Sites/156/maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/img/bg/bg-image-40.jpg	(from https://maantradingacademy.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=2.4.0)
